"x","y","z","nObs"
1639247.80012981,3152446.42893017,53661,360
1685547.80012981,3152446.42893017,53662,483
1731847.80012981,3152446.42893017,53663,507
1778147.80012981,3152446.42893017,53664,561
1824447.80012981,3152446.42893017,53665,727
1870747.80012981,3152446.42893017,53666,507
1917047.80012981,3152446.42893017,53667,30
-2249952.19987019,3049446.42893017,54127,149
-2203652.19987019,3049446.42893017,54128,266
-2157352.19987019,3049446.42893017,54129,22
-2111052.19987019,3049446.42893017,54130,111
-2064752.19987019,3049446.42893017,54131,145
-2018452.19987019,3049446.42893017,54132,125
-1972152.19987019,3049446.42893017,54133,39
-1925852.19987019,3049446.42893017,54134,16
-1879552.19987019,3049446.42893017,54135,54
-1833252.19987019,3049446.42893017,54136,208
-1740652.19987019,3049446.42893017,54138,6
-1694352.19987019,3049446.42893017,54139,15
-1601752.19987019,3049446.42893017,54141,146
-1462852.19987019,3049446.42893017,54144,2
-1416552.19987019,3049446.42893017,54145,187
-1323952.19987019,3049446.42893017,54147,71
-1277652.19987019,3049446.42893017,54148,2
-1231352.19987019,3049446.42893017,54149,69
-1185052.19987019,3049446.42893017,54150,1
-1138752.19987019,3049446.42893017,54151,14
-1092452.19987019,3049446.42893017,54152,34
-999852.199870186,3049446.42893017,54154,104
-953552.199870186,3049446.42893017,54155,121
-907252.199870186,3049446.42893017,54156,1044
-860952.199870186,3049446.42893017,54157,220
-814652.199870186,3049446.42893017,54158,243
-768352.199870186,3049446.42893017,54159,18
-722052.199870186,3049446.42893017,54160,5
-675752.199870186,3049446.42893017,54161,97
-629452.199870186,3049446.42893017,54162,22
-583152.199870186,3049446.42893017,54163,122
-536852.199870186,3049446.42893017,54164,48
-490552.199870186,3049446.42893017,54165,188
-444252.199870186,3049446.42893017,54166,173
-397952.199870186,3049446.42893017,54167,258
-351652.199870186,3049446.42893017,54168,443
-305352.199870186,3049446.42893017,54169,639
-259052.199870186,3049446.42893017,54170,467
-212752.199870186,3049446.42893017,54171,385
-166452.199870186,3049446.42893017,54172,447
-120152.199870186,3049446.42893017,54173,328
-73852.1998701859,3049446.42893017,54174,378
-27552.1998701859,3049446.42893017,54175,344
18747.8001298141,3049446.42893017,54176,1903
65047.8001298141,3049446.42893017,54177,721
111347.800129814,3049446.42893017,54178,581
157647.800129814,3049446.42893017,54179,622
203947.800129814,3049446.42893017,54180,397
250247.800129814,3049446.42893017,54181,163
296547.800129814,3049446.42893017,54182,171
342847.800129814,3049446.42893017,54183,286
389147.800129814,3049446.42893017,54184,486
435447.800129814,3049446.42893017,54185,375
481747.800129814,3049446.42893017,54186,302
528047.800129814,3049446.42893017,54187,497
574347.800129814,3049446.42893017,54188,127
620647.800129814,3049446.42893017,54189,239
666947.800129814,3049446.42893017,54190,176
713247.800129814,3049446.42893017,54191,246
759547.800129814,3049446.42893017,54192,271
805847.800129814,3049446.42893017,54193,315
852147.800129814,3049446.42893017,54194,365
898447.800129814,3049446.42893017,54195,846
944747.800129814,3049446.42893017,54196,362
991047.800129814,3049446.42893017,54197,362
1037347.80012981,3049446.42893017,54198,342
1083647.80012981,3049446.42893017,54199,341
1129947.80012981,3049446.42893017,54200,713
1176247.80012981,3049446.42893017,54201,476
1222547.80012981,3049446.42893017,54202,480
1268847.80012981,3049446.42893017,54203,641
1315147.80012981,3049446.42893017,54204,691
1361447.80012981,3049446.42893017,54205,591
1407747.80012981,3049446.42893017,54206,515
1454047.80012981,3049446.42893017,54207,774
1500347.80012981,3049446.42893017,54208,293
1546647.80012981,3049446.42893017,54209,647
1592947.80012981,3049446.42893017,54210,670
1639247.80012981,3049446.42893017,54211,911
1685547.80012981,3049446.42893017,54212,710
1731847.80012981,3049446.42893017,54213,270
1778147.80012981,3049446.42893017,54214,484
1824447.80012981,3049446.42893017,54215,270
1870747.80012981,3049446.42893017,54216,216
1917047.80012981,3049446.42893017,54217,62
-2296252.19987019,2946446.42893017,54676,4
-2249952.19987019,2946446.42893017,54677,2
-2203652.19987019,2946446.42893017,54678,203
-2157352.19987019,2946446.42893017,54679,198
-2111052.19987019,2946446.42893017,54680,110
-2064752.19987019,2946446.42893017,54681,553
-2018452.19987019,2946446.42893017,54682,378
-1972152.19987019,2946446.42893017,54683,731
-1925852.19987019,2946446.42893017,54684,129
-1879552.19987019,2946446.42893017,54685,10
-1833252.19987019,2946446.42893017,54686,27
-1694352.19987019,2946446.42893017,54689,242
-1648052.19987019,2946446.42893017,54690,14
-1601752.19987019,2946446.42893017,54691,63
-1555452.19987019,2946446.42893017,54692,7
-1509152.19987019,2946446.42893017,54693,278
-1462852.19987019,2946446.42893017,54694,321
-1416552.19987019,2946446.42893017,54695,15
-1370252.19987019,2946446.42893017,54696,24
-1323952.19987019,2946446.42893017,54697,41
-1277652.19987019,2946446.42893017,54698,3
-1231352.19987019,2946446.42893017,54699,18
-1185052.19987019,2946446.42893017,54700,6
-1092452.19987019,2946446.42893017,54702,64
-1046152.19987019,2946446.42893017,54703,7
-999852.199870186,2946446.42893017,54704,121
-953552.199870186,2946446.42893017,54705,720
-907252.199870186,2946446.42893017,54706,107
-860952.199870186,2946446.42893017,54707,10
-814652.199870186,2946446.42893017,54708,210
-768352.199870186,2946446.42893017,54709,123
-722052.199870186,2946446.42893017,54710,11
-675752.199870186,2946446.42893017,54711,190
-629452.199870186,2946446.42893017,54712,102
-583152.199870186,2946446.42893017,54713,60
-536852.199870186,2946446.42893017,54714,412
-490552.199870186,2946446.42893017,54715,112
-444252.199870186,2946446.42893017,54716,221
-397952.199870186,2946446.42893017,54717,22
-351652.199870186,2946446.42893017,54718,363
-305352.199870186,2946446.42893017,54719,425
-259052.199870186,2946446.42893017,54720,553
-212752.199870186,2946446.42893017,54721,1869
-166452.199870186,2946446.42893017,54722,287
-120152.199870186,2946446.42893017,54723,651
-73852.1998701859,2946446.42893017,54724,459
-27552.1998701859,2946446.42893017,54725,369
18747.8001298141,2946446.42893017,54726,305
65047.8001298141,2946446.42893017,54727,244
111347.800129814,2946446.42893017,54728,472
157647.800129814,2946446.42893017,54729,358
203947.800129814,2946446.42893017,54730,692
250247.800129814,2946446.42893017,54731,180
296547.800129814,2946446.42893017,54732,293
342847.800129814,2946446.42893017,54733,204
389147.800129814,2946446.42893017,54734,278
435447.800129814,2946446.42893017,54735,218
481747.800129814,2946446.42893017,54736,122
528047.800129814,2946446.42893017,54737,227
574347.800129814,2946446.42893017,54738,228
620647.800129814,2946446.42893017,54739,358
666947.800129814,2946446.42893017,54740,369
713247.800129814,2946446.42893017,54741,542
759547.800129814,2946446.42893017,54742,321
805847.800129814,2946446.42893017,54743,358
852147.800129814,2946446.42893017,54744,197
898447.800129814,2946446.42893017,54745,272
944747.800129814,2946446.42893017,54746,177
991047.800129814,2946446.42893017,54747,757
1037347.80012981,2946446.42893017,54748,843
1083647.80012981,2946446.42893017,54749,450
1129947.80012981,2946446.42893017,54750,397
1176247.80012981,2946446.42893017,54751,550
1222547.80012981,2946446.42893017,54752,880
1268847.80012981,2946446.42893017,54753,450
1315147.80012981,2946446.42893017,54754,177
1361447.80012981,2946446.42893017,54755,293
1407747.80012981,2946446.42893017,54756,237
1454047.80012981,2946446.42893017,54757,266
1500347.80012981,2946446.42893017,54758,539
1546647.80012981,2946446.42893017,54759,602
1592947.80012981,2946446.42893017,54760,685
1639247.80012981,2946446.42893017,54761,222
1685547.80012981,2946446.42893017,54762,558
1731847.80012981,2946446.42893017,54763,640
1778147.80012981,2946446.42893017,54764,138
1824447.80012981,2946446.42893017,54765,20
1870747.80012981,2946446.42893017,54766,5
-2203652.19987019,2843446.42893017,55228,4
-2111052.19987019,2843446.42893017,55230,3
-2064752.19987019,2843446.42893017,55231,22
-2018452.19987019,2843446.42893017,55232,442
-1972152.19987019,2843446.42893017,55233,204
-1925852.19987019,2843446.42893017,55234,357
-1879552.19987019,2843446.42893017,55235,151
-1833252.19987019,2843446.42893017,55236,343
-1786952.19987019,2843446.42893017,55237,153
-1740652.19987019,2843446.42893017,55238,101
-1648052.19987019,2843446.42893017,55240,31
-1555452.19987019,2843446.42893017,55242,419
-1509152.19987019,2843446.42893017,55243,303
-1462852.19987019,2843446.42893017,55244,262
-1416552.19987019,2843446.42893017,55245,151
-1370252.19987019,2843446.42893017,55246,124
-1323952.19987019,2843446.42893017,55247,51
-1277652.19987019,2843446.42893017,55248,125
-1231352.19987019,2843446.42893017,55249,87
-1185052.19987019,2843446.42893017,55250,135
-1138752.19987019,2843446.42893017,55251,332
-1092452.19987019,2843446.42893017,55252,8
-1046152.19987019,2843446.42893017,55253,6
-999852.199870186,2843446.42893017,55254,336
-860952.199870186,2843446.42893017,55257,194
-768352.199870186,2843446.42893017,55259,432
-722052.199870186,2843446.42893017,55260,36
-675752.199870186,2843446.42893017,55261,195
-629452.199870186,2843446.42893017,55262,113
-583152.199870186,2843446.42893017,55263,147
-536852.199870186,2843446.42893017,55264,359
-490552.199870186,2843446.42893017,55265,907
-444252.199870186,2843446.42893017,55266,1154
-397952.199870186,2843446.42893017,55267,109
-351652.199870186,2843446.42893017,55268,67
-305352.199870186,2843446.42893017,55269,392
-259052.199870186,2843446.42893017,55270,383
-212752.199870186,2843446.42893017,55271,341
-166452.199870186,2843446.42893017,55272,525
-120152.199870186,2843446.42893017,55273,66
-73852.1998701859,2843446.42893017,55274,1014
-27552.1998701859,2843446.42893017,55275,908
18747.8001298141,2843446.42893017,55276,506
65047.8001298141,2843446.42893017,55277,539
111347.800129814,2843446.42893017,55278,700
157647.800129814,2843446.42893017,55279,1928
203947.800129814,2843446.42893017,55280,577
250247.800129814,2843446.42893017,55281,751
296547.800129814,2843446.42893017,55282,366
342847.800129814,2843446.42893017,55283,57
389147.800129814,2843446.42893017,55284,262
435447.800129814,2843446.42893017,55285,200
481747.800129814,2843446.42893017,55286,139
528047.800129814,2843446.42893017,55287,207
574347.800129814,2843446.42893017,55288,125
620647.800129814,2843446.42893017,55289,205
666947.800129814,2843446.42893017,55290,412
713247.800129814,2843446.42893017,55291,433
759547.800129814,2843446.42893017,55292,311
805847.800129814,2843446.42893017,55293,238
852147.800129814,2843446.42893017,55294,162
898447.800129814,2843446.42893017,55295,251
944747.800129814,2843446.42893017,55296,370
991047.800129814,2843446.42893017,55297,194
1037347.80012981,2843446.42893017,55298,570
1083647.80012981,2843446.42893017,55299,345
1129947.80012981,2843446.42893017,55300,846
1176247.80012981,2843446.42893017,55301,535
1222547.80012981,2843446.42893017,55302,299
1268847.80012981,2843446.42893017,55303,148
1315147.80012981,2843446.42893017,55304,290
1361447.80012981,2843446.42893017,55305,624
1407747.80012981,2843446.42893017,55306,583
1454047.80012981,2843446.42893017,55307,387
1500347.80012981,2843446.42893017,55308,151
1546647.80012981,2843446.42893017,55309,186
1592947.80012981,2843446.42893017,55310,242
1639247.80012981,2843446.42893017,55311,338
1685547.80012981,2843446.42893017,55312,67
1731847.80012981,2843446.42893017,55313,7
-1972152.19987019,2740446.42893017,55783,138
-1925852.19987019,2740446.42893017,55784,50
-1879552.19987019,2740446.42893017,55785,7
-1833252.19987019,2740446.42893017,55786,115
-1786952.19987019,2740446.42893017,55787,29
-1740652.19987019,2740446.42893017,55788,330
-1694352.19987019,2740446.42893017,55789,86
-1601752.19987019,2740446.42893017,55791,5
-1555452.19987019,2740446.42893017,55792,4
-1462852.19987019,2740446.42893017,55794,18
-1416552.19987019,2740446.42893017,55795,215
-1370252.19987019,2740446.42893017,55796,202
-1323952.19987019,2740446.42893017,55797,45
-1277652.19987019,2740446.42893017,55798,498
-1231352.19987019,2740446.42893017,55799,196
-1185052.19987019,2740446.42893017,55800,412
-1138752.19987019,2740446.42893017,55801,688
-1092452.19987019,2740446.42893017,55802,243
-1046152.19987019,2740446.42893017,55803,249
-999852.199870186,2740446.42893017,55804,108
-953552.199870186,2740446.42893017,55805,25
-907252.199870186,2740446.42893017,55806,308
-860952.199870186,2740446.42893017,55807,35
-768352.199870186,2740446.42893017,55809,1331
-722052.199870186,2740446.42893017,55810,17
-675752.199870186,2740446.42893017,55811,135
-629452.199870186,2740446.42893017,55812,23
-583152.199870186,2740446.42893017,55813,76
-536852.199870186,2740446.42893017,55814,1309
-490552.199870186,2740446.42893017,55815,636
-444252.199870186,2740446.42893017,55816,176
-397952.199870186,2740446.42893017,55817,69
-351652.199870186,2740446.42893017,55818,166
-305352.199870186,2740446.42893017,55819,58
-259052.199870186,2740446.42893017,55820,109
-212752.199870186,2740446.42893017,55821,276
-166452.199870186,2740446.42893017,55822,439
-120152.199870186,2740446.42893017,55823,441
-73852.1998701859,2740446.42893017,55824,1667
-27552.1998701859,2740446.42893017,55825,800
18747.8001298141,2740446.42893017,55826,307
65047.8001298141,2740446.42893017,55827,325
111347.800129814,2740446.42893017,55828,689
157647.800129814,2740446.42893017,55829,397
203947.800129814,2740446.42893017,55830,691
250247.800129814,2740446.42893017,55831,222
296547.800129814,2740446.42893017,55832,264
342847.800129814,2740446.42893017,55833,267
389147.800129814,2740446.42893017,55834,437
435447.800129814,2740446.42893017,55835,302
481747.800129814,2740446.42893017,55836,188
528047.800129814,2740446.42893017,55837,371
574347.800129814,2740446.42893017,55838,406
620647.800129814,2740446.42893017,55839,165
666947.800129814,2740446.42893017,55840,197
713247.800129814,2740446.42893017,55841,501
759547.800129814,2740446.42893017,55842,278
805847.800129814,2740446.42893017,55843,151
852147.800129814,2740446.42893017,55844,404
898447.800129814,2740446.42893017,55845,448
944747.800129814,2740446.42893017,55846,102
991047.800129814,2740446.42893017,55847,207
1037347.80012981,2740446.42893017,55848,184
1083647.80012981,2740446.42893017,55849,257
1129947.80012981,2740446.42893017,55850,484
1176247.80012981,2740446.42893017,55851,839
1222547.80012981,2740446.42893017,55852,582
1268847.80012981,2740446.42893017,55853,289
1315147.80012981,2740446.42893017,55854,133
1361447.80012981,2740446.42893017,55855,256
1407747.80012981,2740446.42893017,55856,552
1454047.80012981,2740446.42893017,55857,267
1500347.80012981,2740446.42893017,55858,230
1546647.80012981,2740446.42893017,55859,233
1592947.80012981,2740446.42893017,55860,25
-1972152.19987019,2637446.42893017,56333,3
-1925852.19987019,2637446.42893017,56334,14
-1879552.19987019,2637446.42893017,56335,7
-1601752.19987019,2637446.42893017,56341,45
-1509152.19987019,2637446.42893017,56343,397
-1462852.19987019,2637446.42893017,56344,77
-1416552.19987019,2637446.42893017,56345,1197
-1370252.19987019,2637446.42893017,56346,716
-1323952.19987019,2637446.42893017,56347,315
-1277652.19987019,2637446.42893017,56348,599
-1231352.19987019,2637446.42893017,56349,224
-1185052.19987019,2637446.42893017,56350,88
-1092452.19987019,2637446.42893017,56352,54
-1046152.19987019,2637446.42893017,56353,15
-999852.199870186,2637446.42893017,56354,257
-953552.199870186,2637446.42893017,56355,130
-907252.199870186,2637446.42893017,56356,3
-860952.199870186,2637446.42893017,56357,3
-814652.199870186,2637446.42893017,56358,241
-768352.199870186,2637446.42893017,56359,700
-722052.199870186,2637446.42893017,56360,123
-675752.199870186,2637446.42893017,56361,94
-629452.199870186,2637446.42893017,56362,37
-583152.199870186,2637446.42893017,56363,99
-536852.199870186,2637446.42893017,56364,253
-490552.199870186,2637446.42893017,56365,82
-444252.199870186,2637446.42893017,56366,170
-397952.199870186,2637446.42893017,56367,191
-351652.199870186,2637446.42893017,56368,239
-305352.199870186,2637446.42893017,56369,198
-259052.199870186,2637446.42893017,56370,78
-212752.199870186,2637446.42893017,56371,119
-166452.199870186,2637446.42893017,56372,213
-120152.199870186,2637446.42893017,56373,629
-73852.1998701859,2637446.42893017,56374,436
-27552.1998701859,2637446.42893017,56375,478
18747.8001298141,2637446.42893017,56376,507
65047.8001298141,2637446.42893017,56377,352
111347.800129814,2637446.42893017,56378,625
157647.800129814,2637446.42893017,56379,795
203947.800129814,2637446.42893017,56380,505
250247.800129814,2637446.42893017,56381,686
296547.800129814,2637446.42893017,56382,354
342847.800129814,2637446.42893017,56383,222
389147.800129814,2637446.42893017,56384,610
435447.800129814,2637446.42893017,56385,259
481747.800129814,2637446.42893017,56386,202
528047.800129814,2637446.42893017,56387,131
574347.800129814,2637446.42893017,56388,207
620647.800129814,2637446.42893017,56389,193
666947.800129814,2637446.42893017,56390,205
713247.800129814,2637446.42893017,56391,324
759547.800129814,2637446.42893017,56392,148
805847.800129814,2637446.42893017,56393,108
852147.800129814,2637446.42893017,56394,30
898447.800129814,2637446.42893017,56395,58
944747.800129814,2637446.42893017,56396,144
991047.800129814,2637446.42893017,56397,86
1037347.80012981,2637446.42893017,56398,150
1083647.80012981,2637446.42893017,56399,93
1129947.80012981,2637446.42893017,56400,149
1176247.80012981,2637446.42893017,56401,313
1222547.80012981,2637446.42893017,56402,167
1268847.80012981,2637446.42893017,56403,184
1315147.80012981,2637446.42893017,56404,262
1361447.80012981,2637446.42893017,56405,245
1407747.80012981,2637446.42893017,56406,243
1454047.80012981,2637446.42893017,56407,372
1500347.80012981,2637446.42893017,56408,9
1546647.80012981,2637446.42893017,56409,2
-1925852.19987019,2534446.42893017,56884,3
-1879552.19987019,2534446.42893017,56885,4
-1833252.19987019,2534446.42893017,56886,11
-1509152.19987019,2534446.42893017,56893,14
-1416552.19987019,2534446.42893017,56895,8
-1370252.19987019,2534446.42893017,56896,266
-1323952.19987019,2534446.42893017,56897,28
-1277652.19987019,2534446.42893017,56898,43
-1231352.19987019,2534446.42893017,56899,169
-1185052.19987019,2534446.42893017,56900,14
-999852.199870186,2534446.42893017,56904,1
-860952.199870186,2534446.42893017,56907,137
-814652.199870186,2534446.42893017,56908,208
-768352.199870186,2534446.42893017,56909,13
-722052.199870186,2534446.42893017,56910,569
-675752.199870186,2534446.42893017,56911,13
-629452.199870186,2534446.42893017,56912,266
-583152.199870186,2534446.42893017,56913,7
-536852.199870186,2534446.42893017,56914,21
-490552.199870186,2534446.42893017,56915,33
-444252.199870186,2534446.42893017,56916,55
-397952.199870186,2534446.42893017,56917,145
-351652.199870186,2534446.42893017,56918,464
-305352.199870186,2534446.42893017,56919,185
-259052.199870186,2534446.42893017,56920,293
-212752.199870186,2534446.42893017,56921,282
-166452.199870186,2534446.42893017,56922,329
-120152.199870186,2534446.42893017,56923,205
-73852.1998701859,2534446.42893017,56924,574
-27552.1998701859,2534446.42893017,56925,342
18747.8001298141,2534446.42893017,56926,277
65047.8001298141,2534446.42893017,56927,178
111347.800129814,2534446.42893017,56928,186
157647.800129814,2534446.42893017,56929,264
203947.800129814,2534446.42893017,56930,1251
250247.800129814,2534446.42893017,56931,286
296547.800129814,2534446.42893017,56932,564
342847.800129814,2534446.42893017,56933,344
389147.800129814,2534446.42893017,56934,434
435447.800129814,2534446.42893017,56935,177
481747.800129814,2534446.42893017,56936,315
528047.800129814,2534446.42893017,56937,387
574347.800129814,2534446.42893017,56938,228
620647.800129814,2534446.42893017,56939,501
666947.800129814,2534446.42893017,56940,355
713247.800129814,2534446.42893017,56941,400
759547.800129814,2534446.42893017,56942,283
805847.800129814,2534446.42893017,56943,157
852147.800129814,2534446.42893017,56944,90
898447.800129814,2534446.42893017,56945,427
944747.800129814,2534446.42893017,56946,440
991047.800129814,2534446.42893017,56947,74
1037347.80012981,2534446.42893017,56948,288
1083647.80012981,2534446.42893017,56949,341
1129947.80012981,2534446.42893017,56950,345
1176247.80012981,2534446.42893017,56951,112
1222547.80012981,2534446.42893017,56952,182
1268847.80012981,2534446.42893017,56953,251
1315147.80012981,2534446.42893017,56954,151
1361447.80012981,2534446.42893017,56955,240
1407747.80012981,2534446.42893017,56956,449
1454047.80012981,2534446.42893017,56957,205
-1833252.19987019,2431446.42893017,57436,1
-1786952.19987019,2431446.42893017,57437,8
-1740652.19987019,2431446.42893017,57438,3
-1462852.19987019,2431446.42893017,57444,5
-1416552.19987019,2431446.42893017,57445,7
-1370252.19987019,2431446.42893017,57446,35
-1323952.19987019,2431446.42893017,57447,12
-1277652.19987019,2431446.42893017,57448,42
-1231352.19987019,2431446.42893017,57449,17
-1185052.19987019,2431446.42893017,57450,12
-1138752.19987019,2431446.42893017,57451,32
-1092452.19987019,2431446.42893017,57452,6
-1046152.19987019,2431446.42893017,57453,1
-814652.199870186,2431446.42893017,57458,588
-768352.199870186,2431446.42893017,57459,1093
-722052.199870186,2431446.42893017,57460,179
-675752.199870186,2431446.42893017,57461,530
-583152.199870186,2431446.42893017,57463,140
-536852.199870186,2431446.42893017,57464,883
-490552.199870186,2431446.42893017,57465,55
-444252.199870186,2431446.42893017,57466,761
-397952.199870186,2431446.42893017,57467,236
-351652.199870186,2431446.42893017,57468,632
-305352.199870186,2431446.42893017,57469,667
-259052.199870186,2431446.42893017,57470,791
-212752.199870186,2431446.42893017,57471,629
-166452.199870186,2431446.42893017,57472,1553
-120152.199870186,2431446.42893017,57473,4109
-73852.1998701859,2431446.42893017,57474,787
-27552.1998701859,2431446.42893017,57475,273
18747.8001298141,2431446.42893017,57476,1137
65047.8001298141,2431446.42893017,57477,437
111347.800129814,2431446.42893017,57478,687
157647.800129814,2431446.42893017,57479,513
203947.800129814,2431446.42893017,57480,865
250247.800129814,2431446.42893017,57481,161
296547.800129814,2431446.42893017,57482,329
342847.800129814,2431446.42893017,57483,273
389147.800129814,2431446.42893017,57484,230
435447.800129814,2431446.42893017,57485,413
481747.800129814,2431446.42893017,57486,265
528047.800129814,2431446.42893017,57487,425
574347.800129814,2431446.42893017,57488,225
620647.800129814,2431446.42893017,57489,351
666947.800129814,2431446.42893017,57490,139
713247.800129814,2431446.42893017,57491,119
759547.800129814,2431446.42893017,57492,95
805847.800129814,2431446.42893017,57493,302
852147.800129814,2431446.42893017,57494,443
898447.800129814,2431446.42893017,57495,107
944747.800129814,2431446.42893017,57496,317
991047.800129814,2431446.42893017,57497,157
1037347.80012981,2431446.42893017,57498,258
1083647.80012981,2431446.42893017,57499,349
1129947.80012981,2431446.42893017,57500,519
1176247.80012981,2431446.42893017,57501,428
1222547.80012981,2431446.42893017,57502,247
1268847.80012981,2431446.42893017,57503,283
1315147.80012981,2431446.42893017,57504,236
1361447.80012981,2431446.42893017,57505,1391
1407747.80012981,2431446.42893017,57506,550
1454047.80012981,2431446.42893017,57507,380
1500347.80012981,2431446.42893017,57508,2
-6185452.19987019,2328446.42893017,57892,64
-6139152.19987019,2328446.42893017,57893,11
-1740652.19987019,2328446.42893017,57988,3
-1694352.19987019,2328446.42893017,57989,8
-1462852.19987019,2328446.42893017,57994,30
-1416552.19987019,2328446.42893017,57995,9
-1370252.19987019,2328446.42893017,57996,40
-1323952.19987019,2328446.42893017,57997,7
-1277652.19987019,2328446.42893017,57998,34
-1185052.19987019,2328446.42893017,58000,31
-1138752.19987019,2328446.42893017,58001,16
-1046152.19987019,2328446.42893017,58003,3
-999852.199870186,2328446.42893017,58004,2
-907252.199870186,2328446.42893017,58006,8
-814652.199870186,2328446.42893017,58008,48
-768352.199870186,2328446.42893017,58009,462
-722052.199870186,2328446.42893017,58010,352
-675752.199870186,2328446.42893017,58011,309
-629452.199870186,2328446.42893017,58012,19
-536852.199870186,2328446.42893017,58014,6
-490552.199870186,2328446.42893017,58015,74
-444252.199870186,2328446.42893017,58016,742
-397952.199870186,2328446.42893017,58017,715
-351652.199870186,2328446.42893017,58018,2407
-305352.199870186,2328446.42893017,58019,414
-259052.199870186,2328446.42893017,58020,834
-212752.199870186,2328446.42893017,58021,1227
-166452.199870186,2328446.42893017,58022,1004
-120152.199870186,2328446.42893017,58023,1204
-73852.1998701859,2328446.42893017,58024,221
-27552.1998701859,2328446.42893017,58025,247
18747.8001298141,2328446.42893017,58026,164
65047.8001298141,2328446.42893017,58027,513
111347.800129814,2328446.42893017,58028,751
157647.800129814,2328446.42893017,58029,455
203947.800129814,2328446.42893017,58030,65
250247.800129814,2328446.42893017,58031,73
296547.800129814,2328446.42893017,58032,87
342847.800129814,2328446.42893017,58033,9
389147.800129814,2328446.42893017,58034,60
435447.800129814,2328446.42893017,58035,63
481747.800129814,2328446.42893017,58036,46
528047.800129814,2328446.42893017,58037,48
574347.800129814,2328446.42893017,58038,53
620647.800129814,2328446.42893017,58039,103
666947.800129814,2328446.42893017,58040,55
1268847.80012981,2328446.42893017,58053,1
1315147.80012981,2328446.42893017,58054,159
1361447.80012981,2328446.42893017,58055,144
1407747.80012981,2328446.42893017,58056,333
1454047.80012981,2328446.42893017,58057,531
1500347.80012981,2328446.42893017,58058,923
1546647.80012981,2328446.42893017,58059,147
7519347.80012981,2328446.42893017,58188,8
-6046552.19987019,2225446.42893017,58445,7
-1786952.19987019,2225446.42893017,58537,1
-1740652.19987019,2225446.42893017,58538,10
-1648052.19987019,2225446.42893017,58540,3
-1462852.19987019,2225446.42893017,58544,37
-1416552.19987019,2225446.42893017,58545,31
-1370252.19987019,2225446.42893017,58546,20
-1323952.19987019,2225446.42893017,58547,1002
-1277652.19987019,2225446.42893017,58548,122
-1231352.19987019,2225446.42893017,58549,236
-1185052.19987019,2225446.42893017,58550,21
-1138752.19987019,2225446.42893017,58551,2
-953552.199870186,2225446.42893017,58555,39
-907252.199870186,2225446.42893017,58556,43
-629452.199870186,2225446.42893017,58562,12
-536852.199870186,2225446.42893017,58564,5
-444252.199870186,2225446.42893017,58566,38
-397952.199870186,2225446.42893017,58567,182
-351652.199870186,2225446.42893017,58568,285
-305352.199870186,2225446.42893017,58569,485
-259052.199870186,2225446.42893017,58570,63
-212752.199870186,2225446.42893017,58571,338
-166452.199870186,2225446.42893017,58572,217
-120152.199870186,2225446.42893017,58573,323
-73852.1998701859,2225446.42893017,58574,536
-27552.1998701859,2225446.42893017,58575,234
18747.8001298141,2225446.42893017,58576,152
65047.8001298141,2225446.42893017,58577,41
111347.800129814,2225446.42893017,58578,7
1361447.80012981,2225446.42893017,58605,782
1407747.80012981,2225446.42893017,58606,433
1454047.80012981,2225446.42893017,58607,293
1500347.80012981,2225446.42893017,58608,392
1546647.80012981,2225446.42893017,58609,232
1592947.80012981,2225446.42893017,58610,68
-6046552.19987019,2122446.42893017,58995,1
-5953952.19987019,2122446.42893017,58997,9
-5907652.19987019,2122446.42893017,58998,1
-1601752.19987019,2122446.42893017,59091,1
-1416552.19987019,2122446.42893017,59095,3
-1370252.19987019,2122446.42893017,59096,23
-1323952.19987019,2122446.42893017,59097,105
-1277652.19987019,2122446.42893017,59098,162
-1231352.19987019,2122446.42893017,59099,96
-1138752.19987019,2122446.42893017,59101,12
-907252.199870186,2122446.42893017,59106,16
-860952.199870186,2122446.42893017,59107,4
-629452.199870186,2122446.42893017,59112,13
-583152.199870186,2122446.42893017,59113,98
-536852.199870186,2122446.42893017,59114,3
-490552.199870186,2122446.42893017,59115,3
-444252.199870186,2122446.42893017,59116,9
-351652.199870186,2122446.42893017,59118,29
-305352.199870186,2122446.42893017,59119,200
-259052.199870186,2122446.42893017,59120,64
-212752.199870186,2122446.42893017,59121,157
-166452.199870186,2122446.42893017,59122,490
-120152.199870186,2122446.42893017,59123,443
-73852.1998701859,2122446.42893017,59124,76
1361447.80012981,2122446.42893017,59155,97
1407747.80012981,2122446.42893017,59156,432
1454047.80012981,2122446.42893017,59157,402
1500347.80012981,2122446.42893017,59158,289
1546647.80012981,2122446.42893017,59159,114
1592947.80012981,2122446.42893017,59160,326
1639247.80012981,2122446.42893017,59161,255
1778147.80012981,2122446.42893017,59164,6
7704547.80012981,2122446.42893017,59292,2
-5953952.19987019,2019446.42893017,59547,1
-5907652.19987019,2019446.42893017,59548,2
-1648052.19987019,2019446.42893017,59640,2
-1601752.19987019,2019446.42893017,59641,27
-1555452.19987019,2019446.42893017,59642,36
-1509152.19987019,2019446.42893017,59643,148
-1323952.19987019,2019446.42893017,59647,14
-1277652.19987019,2019446.42893017,59648,18
-1231352.19987019,2019446.42893017,59649,1
-1092452.19987019,2019446.42893017,59652,3
-999852.199870186,2019446.42893017,59654,3
